"logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q9CXW3",11.4426782471848,4.13065309754329,45.8979218131974,6.17186476159186e-20,2.2075181403089e-18,33.8442057004473
"P97825",11.4021027355095,3.07685962235611,45.6293494687239,6.84566241514394e-20,2.39287018056622e-18,33.7711055669556
"A0A0J9YTS4",12.1040883896401,4.18105362153736,44.2296104517808,1.18642711050253e-19,4.05494421322866e-18,33.3784568633007
"Q9DBE8",11.8684367558582,4.30557555847687,44.0931274511103,1.25292282481413e-19,4.18912022731333e-18,33.3390943373255
"Q99LH2",11.049535392075,4.01925502328563,43.8691833491239,1.37069499650888e-19,4.48538064815033e-18,33.2740815655102
"Q9ERD8",11.3542342517845,3.60242863059993,42.4556749179425,2.44240373846693e-19,7.82586864533778e-18,32.8511706771372
"Q99P81",10.4649936339635,3.66117457786132,40.4887431887746,5.63519337346045e-19,1.7687606955882e-17,32.2244753184918
"Q9WV85",10.3547911733119,3.71038109300712,39.9553062153748,7.11806378175173e-19,2.18951641926683e-17,32.0463556760931
"O08579",12.1183287111459,4.1210031200147,38.0828194728555,1.65687252409882e-18,4.99660772953722e-17,31.3915121587191
"Q8BFR4",12.1056452743617,4.41372671470763,37.1863490961064,2.51910858251286e-18,7.45074807673995e-17,31.0607600837087
"Q505D7",9.96866679319521,3.77282183388775,36.8083733339679,3.01475298637514e-18,8.74847187366975e-17,30.9177779666225
"A0A3Q4EGK3",8.72217778195317,3.37212982509468,36.3353086617142,3.78432864107856e-18,1.07783286110719e-16,30.7357862363788
"Q9D6Y9",11.5109446848794,4.04677998795842,34.0147823846224,1.20562822380872e-17,3.3713749240324e-16,29.79129100694
"G5E897",10.6081557752042,3.84134144089598,33.403726942774,1.65683522819184e-17,4.55037960885546e-16,29.5273730238471
"Q9JLB0",9.05524994572431,3.43166316097292,32.8110222913185,2.26756782464929e-17,6.11845493738702e-16,29.2649233383101
"P51944",5.75446598972055,2.43666901920324,32.5688883259359,2.5817970108947e-17,6.84621345302767e-16,29.1558268507414
"Q8QZY9",10.2098706237511,3.83402151450945,29.3290372565081,1.61332421633951e-16,4.20558075377994e-15,27.5825350130522
"Q8BP92",9.89999946240037,3.57646795557341,27.8069948192426,4.08575303784023e-16,1.04731469536638e-14,26.7628095777975
"Q9WTJ2",3.88915358575249,1.81933271475614,26.7070358694499,8.24713720012621e-16,2.07936016619576e-14,26.1342489891138
"L7N1Y0",10.3082998601676,3.79119156483463,25.9325422235631,1.37517259831284e-15,3.41131525194379e-14,25.6720944426486
"Q80UR4",-6.91924623928358,3.19977735502837,-25.8688823688909,1.43512198690859e-15,3.50352002518318e-14,25.6333565687517
"Q8BXC0",10.5827404532557,3.77976498605146,21.620610449808,3.18201390522519e-14,7.64677716599429e-13,22.757434952631
"F8WIT2",1.68236727283716,5.28022508787202,16.4014314868727,3.46898313091878e-12,8.2081477774663e-11,18.216914511492
"A0A075B5W6",-1.46846166089215,5.31568655104758,-14.316061487338,3.31735709092965e-11,7.73044728159061e-10,15.9747361780259
"Q6PGG2",-1.82577619236065,8.08488988903644,-13.288453464693,1.12128155296188e-10,2.57392690814235e-09,14.754161341219
"Q00993",2.25626585038136,8.00886946687445,11.9871902615468,5.89036394393747e-10,1.33226172731997e-08,13.0816053808384
"P60060",1.68166824117499,7.36467406928411,11.8554656615722,7.02294182686195e-10,1.56540355503097e-08,12.9037017531467
"E9Q1S3",-1.65566004473568,8.1494769709183,-11.1451830581476,1.86285359871205e-09,4.09295547831306e-08,11.9151250858701
"A0A0U1RPV3",1.47569180991012,7.11144652255352,10.9971661971369,2.29651952652805e-09,4.97471412929597e-08,11.702679688967
"G3X8X6",3.85875463843099,4.6292549490532,10.5341588567935,4.48199288975339e-09,9.57403481172321e-08,11.0231573099324
"A0A498U6I0",3.19361808352671,6.02605465034406,9.73998842906325,1.48654810269121e-08,3.13193285197134e-07,9.80225186786514
"O08915",1.27213540605518,7.82370161879604,9.59826020982818,1.85463567869527e-08,3.85463469436936e-07,9.57668071908366
"Q5U458",-1.38890322910032,8.15468313664693,-9.58297478187583,1.89967704147371e-08,3.8956043863821e-07,9.55220963506567
"Q9Z2Y8",1.71042825841906,6.52720843732477,9.45356676444011,2.33007960437448e-08,4.71534530464203e-07,9.34390844528121
"Q8K389",1.1016953157612,6.95895709920505,9.40910105191285,2.50056805530815e-08,4.99464112865446e-07,9.27186667970928
"Q9QXH4",2.11774098045364,6.46395709834301,9.21509603273812,3.41202416894937e-08,6.72781175877453e-07,8.95471859078929
"F6RJE8",1.60596074616352,6.41971821629897,9.08820878645096,4.19112722593467e-08,8.15943502973103e-07,8.74477637593774
"O88531",2.30088704684575,6.30615829238247,9.07263451115087,4.29883952634155e-08,8.26451898939163e-07,8.71886957900871
"P19973",2.16965230404524,6.35475735015121,9.04604315891826,4.48948416572134e-08,8.52447734182644e-07,8.67456640168055
"Q3T9E4",2.15142157683796,6.76060678996229,8.85946295463639,6.10190428135658e-08,1.14447912008859e-06,8.36120529537731
"E9Q2M9",2.65456426397035,6.14400307866342,8.8179189601207,6.53715601229989e-08,1.21134288517075e-06,8.29083157866248
"Q9CQW9",2.19358121198088,5.34046731521639,8.69165982541932,8.07040826174187e-08,1.4776533222094e-06,8.07559955637011
"P16110",1.71690000329891,5.84690184228326,8.56457768770497,9.99685601369287e-08,1.80884288812466e-06,7.85689185638638
"Q9JII6",2.10064539640117,6.37844901926141,8.49899777344466,1.11732981926368e-07,1.99820146747389e-06,7.74320983455605
"E9QJS7",1.47762487260153,6.43539501745591,8.47801480856459,1.15795247031596e-07,2.04704701074247e-06,7.70671777244346
"Q93092",1.61312796152105,6.42984014909305,8.38621866139007,1.35464198263305e-07,2.36754473782913e-06,7.54639550646171
"Q9DCT8",3.49067737559629,6.00145915439573,8.33418112124172,1.48133833286279e-07,2.55988579319435e-06,7.45502066366094
"P13597",2.38980592265367,5.8136790919448,8.32731853956289,1.49894671588141e-07,2.56153338780623e-06,7.44294377460997
"P14483",2.11872871117012,6.3712275074968,8.27084199842352,1.65241540827192e-07,2.79276362409034e-06,7.34331944526491
"P14434",2.10516118259013,6.28086472607534,8.11759572592908,2.15716322233073e-07,3.60621416950507e-06,7.0708655100518
"Q04447",2.84758983664861,6.17941263932664,8.01159075617926,2.59855249738439e-07,4.29739111933031e-06,6.8805712361278
"O08997",1.86258137869993,6.3547073316306,7.88322410976981,3.26202068218696e-07,5.33722107362079e-06,6.64811909997444
"Q9CQE5",1.36814003241419,6.65336056513976,7.66264956774562,4.84595381282941e-07,7.84534417277013e-06,6.24350552485286
"P54818",2.16071329829426,7.09422260973707,7.64106877225328,5.03903637326039e-07,8.07295618966092e-06,6.20356487545925
"A3KGR9",1.44224927435053,6.61421131486878,7.61210893416814,5.31079979949305e-07,8.42062896043331e-06,6.14986816630379
"O35945",1.872011011944,7.32592094079092,7.40400218439014,7.77183988344504e-07,1.21970303476923e-05,5.76064816901792
"E9Q1W0",1.65888743309122,6.37525652549893,7.34974561609292,8.59116010697618e-07,1.33466709540701e-05,5.65820380094586
"Q9D1A2",1.68850001685906,6.45036390806007,7.33795686946909,8.78076304339522e-07,1.35048135607419e-05,5.63589187845647
"D3Z494",1.79567309188172,6.32863408601833,7.29015072058782,9.59535788760399e-07,1.45171595790154e-05,5.54521766917118
"Q9D1L9",1.8346548631855,6.34806745514625,7.28586862010008,9.67205676544703e-07,1.45171595790154e-05,5.53708058719618
"P60710",1.05547730088111,6.57283055431024,7.28309064258346,9.72215498464619e-07,1.45171595790154e-05,5.53180038588938
"G3X8T3",2.09690672122954,6.20575003127251,7.17692643022807,1.18535493985678e-06,1.75295759374974e-05,5.32922240152444
"D3YYS6",1.24511731553226,6.70701902992742,7.10523553566047,1.3563001091579e-06,1.98665673131891e-05,5.19155674715682
"P14901",2.66489578147928,6.11617203343722,7.09380745069856,1.38583111092926e-06,2.01076249868793e-05,5.16954714576845
"P06909",1.61037340329599,5.45690094846531,7.06086643341802,1.47474660147468e-06,2.11977595613837e-05,5.10600593861711
"Q9WUM3",2.39750683358262,6.29722452989679,6.96661442071228,1.76337492636153e-06,2.49167578892635e-05,4.92338532082609
"Q9JM76",1.58780111682601,6.39458499707706,6.96586778376329,1.76588206107264e-06,2.49167578892635e-05,4.92193384130388
"P28798",2.07592544609524,5.75135005665293,6.94629396085123,1.83294560668858e-06,2.55006635502136e-05,4.88385492143535
"P0DOV1",1.63334743585135,6.37629950407805,6.94415715101477,1.8404250026487e-06,2.55006635502136e-05,4.87969482796506
"Q8BH40",1.3686736954187,6.51445629664119,6.89820926944716,2.00915051872706e-06,2.75899419446627e-05,4.79009065042802
"D3Z345",-0.998904266650347,7.73850319326468,-6.88321740823961,2.0676111242622e-06,2.8141468222259e-05,4.76079282534587
"O70318",3.40067737487246,4.73067606404297,6.8582094629462,2.16908669340917e-06,2.92636432847658e-05,4.71185349200648
"E9QN37",1.84941883369421,6.40808810264862,6.84583389039218,2.22120047646934e-06,2.97061420244334e-05,4.68760386157325
"Q9ERG0",3.40669527903244,5.04297408774092,6.80641558198949,2.3960166855807e-06,3.17678764001992e-05,4.61022696902073
"Q61469",3.42229064857294,5.6551082777424,6.7818370361092,2.51218571196809e-06,3.30234326923669e-05,4.56187411361816
"E9PZQ0",0.766819998154784,6.97554972493435,6.76030747694662,2.61873902177744e-06,3.41323780974042e-05,4.5194527006115
"Q9WV32",1.61526796202417,6.46398214798665,6.63216262027245,3.35765050634676e-06,4.33955166282463e-05,4.26567303080017
"P25799",1.48900700149872,6.45161145479854,6.62022251766468,3.43670733578868e-06,4.40471323536916e-05,4.24191498059478
"Q99KC8",1.86589258015611,6.33092061054807,6.61514819077741,3.47088646618954e-06,4.41175486363596e-05,4.23181249339649
"Q6PKB0",2.1571353818507,6.15821780571901,6.57224595803465,3.77431650805496e-06,4.75811376179387e-05,4.14626155504127
"P63158",1.45327776147702,6.42163899928196,6.47325631897255,4.5838751059023e-06,5.73170724624206e-05,3.94793754721646
"B2KGA7",1.45467256018355,7.00446123536682,6.46017981473743,4.70353316874397e-06,5.83389839800664e-05,3.92164245339658
"A0A494BA97",1.35413698809259,6.49461500350564,6.45018115832325,4.79720460385401e-06,5.90248054458197e-05,3.9015213576538
"P14824",1.56926579062105,6.44783654529987,6.43734753470187,4.9202712109111e-06,6.00585485903276e-05,3.87567602553866
"Q8K1T1",1.71252362088521,6.41162357773115,6.40467465436836,5.24854847253835e-06,6.35611618170392e-05,3.80977962283606
"Q922H2",-1.23010171158258,7.19780390419611,-6.38333523177935,5.47511280463934e-06,6.57869022932446e-05,3.76666592854004
"Q8R4R6",0.826177585513253,7.89277031176267,6.37502189023728,5.56609344560368e-06,6.61562940292695e-05,3.74985378988868
"A2A5V2",2.28746669779241,6.29998163117759,6.37269079619487,5.59188441079651e-06,6.61562940292695e-05,3.74513798593478
"F8WIV2",2.38661365701654,6.2295316952852,6.34525225584347,5.90491774305923e-06,6.91459364387057e-05,3.68957677854795
"Q9ESP1",1.96992832437746,6.37866301596037,6.34273731334917,5.93450169695003e-06,6.91459364387057e-05,3.68447930391491
"A0A1Y7VN19",1.10551269786055,6.77802435921003,6.31276341543381,6.29912401999922e-06,7.28425018252542e-05,3.62366296679871
"Q9JL62",1.86893194207365,6.65052898685945,6.26767322437138,6.8918202993259e-06,7.91016389579346e-05,3.53195783494703
"Q9D8B3",1.71662435112291,6.44498080120795,6.25400111264519,7.08270210010357e-06,8.06903394811799e-05,3.50409969464873
"P11672",1.69739216563752,6.44242972123827,6.20111515622826,7.87401934695665e-06,8.90458952619068e-05,3.39611503133217
"P70460",1.63221854638046,6.27934755111628,6.18388488458893,8.15112008877897e-06,9.15067350112558e-05,3.36085672342534
"Q921H8",2.24611559415257,6.32205682694139,6.12926442900765,9.09800912222531e-06,0.000101396652391178,3.24883884736519
"Q922F4",1.46579086406786,6.20508591202172,6.08235229336768,1.00017481973469e-05,0.000110666825377838,3.15233045570153
"O70200",2.50448536907582,6.21244884149532,6.05332028629604,1.06069889271105e-05,0.000116525349784971,3.09246797039608
"P27773",0.912293077419219,6.58606691654723,6.02646191852365,1.12005798829476e-05,0.000122173701134563,3.03699447553736
"Q9CPX6",1.01081384245316,6.8750801926695,5.9913968178916,1.20275237278487e-05,0.000130269940094586,2.96443708069418
"Q542I8",1.25162930304408,6.5240982437596,5.96512051300859,1.26883039415997e-05,0.000136465814420842,2.90996701706579
"Q9QUH0",1.75010218104726,6.34888227806108,5.95255890093507,1.30173121019449e-05,0.000139032125088829,2.88389744233026
"Q9Z0J0",1.44179418996255,7.18365007878301,5.92610048541481,1.37393902799882e-05,0.000145732291383599,2.82892477760683
"Q99PT1",1.15563108092678,6.54435144889632,5.90329933420202,1.43947493733467e-05,0.000150963087042173,2.7814830844339
"P07742",-1.56219049918234,6.73092901889527,-5.90214231463819,1.44288516223664e-05,0.000150963087042173,2.7790740423099
"P49935",2.2560376612164,6.10869478872134,5.88046231244902,1.50834825853297e-05,0.00015674592037998,2.73390425624994
"Q61233",1.32910060154404,6.4877283776152,5.84955631542239,1.60700395284399e-05,0.000165486846741188,2.66941546414659
"P84096",1.76723202711638,6.20308580265794,5.84744517348533,1.61398095001159e-05,0.000165486846741188,2.66500619671388
"Q9QXY6",1.44423637323943,6.59076910022217,5.84194868860336,1.63229275202145e-05,0.000166256043219138,2.6535239311106
"Q3UW53",1.12524377984604,7.36696639534868,5.787717387742,1.82486121786715e-05,0.000184647141649979,2.54004313253319
"E9Q6R7",3.03758039279547,5.82700641466873,5.75176795208486,1.96527650118657e-05,0.000197555245674833,2.46462866060928
"Q3V0T4",1.84037807955164,6.23856307951135,5.73188008435091,2.04768945960585e-05,0.000204503012264532,2.42284392375766
"A2AMW0",1.2773842177021,6.45294637771693,5.7259212380888,2.07306855022912e-05,0.00020570189872596,2.41031545142542
"Q9EPK2",0.965861018328489,6.47282207891882,5.71563679783543,2.11763480602367e-05,0.000207722845538962,2.38868286682514
"D3YWZ9",1.39766065842146,5.88572135508548,5.71499514888102,2.12044777305703e-05,0.000207722845538962,2.38733280393279
"Q9JKK1",0.840288936812468,6.47993182295646,5.6689905941926,2.33249078653895e-05,0.000226192102716115,2.29041503151377
"Q99L04",2.00069859912827,6.22028780591766,5.66777164494791,2.33839690064124e-05,0.000226192102716115,2.28784382118065
"P01887",1.79170147075611,6.40197296549739,5.65675467437244,2.39247977277226e-05,0.000229977118157734,2.26459743074491
"Q9Z0E6",1.58957223651326,6.17239624974343,5.64482176504635,2.45251241390083e-05,0.000230901099873289,2.2394030327005
"Q8BH64",1.81162753539306,4.42918194323661,5.64401701321198,2.45661634594454e-05,0.000230901099873289,2.2377033577851
"A1BN54",1.80611728973842,6.00189532161968,5.64314095382186,2.4610919496118e-05,0.000230901099873289,2.23585299577402
"Q9JLZ6",1.17767742253405,6.51530042092274,5.6429351902786,2.46214436795965e-05,0.000230901099873289,2.23541838150486
"Q3U487",-1.37175828054781,7.37917020549284,-5.62301898410302,2.56623204619684e-05,0.000239203932548529,2.19332903996068
"Q8VCW8",2.22852022012083,6.30411304314011,5.58445819893308,2.78081663721989e-05,0.000257644336629168,2.11171318424698
"P40124",1.23165529117341,6.50821842102695,5.57284737096212,2.84897846760394e-05,0.000262378975040411,2.08710637165138
"Q60710",1.62515469339164,6.43802482947136,5.55729611388268,2.94297256452142e-05,0.000269422131204401,2.05412566001346
"O70423",1.10247776056643,5.36757307687192,5.54443919898507,3.02308545515193e-05,0.000275118664498442,2.02683929281942
"A0A0R4J0B2",2.64747662688491,5.99456021556105,5.53538048952865,3.08087414730896e-05,0.000278728496385952,2.00760321404748
"Q9QWR8",1.8019075282298,6.2692947398507,5.51874242673719,3.18998895906972e-05,0.000286912457254341,1.97224956086529
"Q9DB73",1.88967818056692,6.69526511119228,5.4968393290299,3.33971503659203e-05,0.000298632658504567,1.92566349380034
"Q9CQ22",0.978307978468877,6.52950486390349,5.44466497223176,3.72614586995173e-05,0.000330384252391673,1.8144898351048
"P35700",1.17456395753966,6.53745259700081,5.4431832911231,3.73776722471723e-05,0.000330384252391673,1.81132851930132
"Q3UND0",1.82615727980349,6.29757903312631,5.42447996945856,3.88770427121087e-05,0.000341673666806989,1.771403672393
"Q05117",2.31374388727382,6.17532268256851,5.40984230073183,4.0093460875911e-05,0.000348417948274533,1.7401325449854
"Q99JY3",4.63099909109616,5.48764665081922,5.40923640000806,4.01446461605864e-05,0.000348417948274533,1.73883766091793
"A0A0G2JGD2",1.82808096045454,6.33709399519569,5.40711892085647,4.0324053831513e-05,0.000348417948274533,1.73431205567949
"Q6P069",1.40389834781664,6.45415142358141,5.39600758983925,4.12790607672797e-05,0.000353360547449715,1.71055679315653
"Q9WUU7",1.56842555690856,6.41417389066422,5.39512862200727,4.13555907288353e-05,0.000353360547449715,1.70867708731583
"P62774",0.989512625531303,6.56547215670163,5.37744413214972,4.29266599134121e-05,0.000363876663123523,1.67084161446399
"O08804",1.78143252907666,6.07257105885712,5.37597910547453,4.30595271056445e-05,0.000363876663123523,1.6677058230914
"P29533",2.42171863933958,5.57708254030802,5.34127648542149,4.63332372431988e-05,0.000388277226713114,1.59336476439229
"Q9EQK5",1.68707567656773,5.90832704324705,5.34006640072236,4.64518918824531e-05,0.000388277226713114,1.59077033424991
"P15105",1.05075952050637,6.80696325683096,5.3290221987335,4.75493344361073e-05,0.000395302034393152,1.56708485016764
"P60766",0.972424180202357,6.57194713538545,5.32624390570851,4.78295702415106e-05,0.000395493973287329,1.56112462226679
"Q9ESY9",1.9566545600968,5.97292356569219,5.3198895983616,4.84768880906403e-05,0.000397317004971568,1.54748999903597
"Q9CPW4",1.23811147293297,6.51844983613572,5.31901477240813,4.85667080199316e-05,0.000397317004971568,1.54561255166456
"P49710",1.59198464842143,6.43743329551307,5.30753191451816,4.97616160043721e-05,0.000404938441347747,1.52096252644788
"Q8CG50",1.46634777045837,6.58860037213655,5.3000876502853,5.05523304275777e-05,0.000409207811566392,1.50497526156322
"P97449",2.13891200932777,6.0918250025171,5.29718516841656,5.08641052781422e-05,0.000409575884386297,1.49874046025704
"P47754",1.1643452013138,6.47979726367714,5.28962143128386,5.16858698494678e-05,0.000414025353273341,1.48248905013381
"P81117",1.56258151535794,6.3856259856929,5.28310842878668,5.24043757232148e-05,0.000417605854208831,1.46849085799195
"Q80SZ7",0.937331097133534,6.00765672925022,5.25632637814072,5.5468196234953e-05,0.000437114158021411,1.41088670378244
"Q9CYG7",0.991908639225436,6.65504741972105,5.25518829695343,5.56023843179631e-05,0.000437114158021411,1.40843736397975
"P50543",1.40214753026988,6.36547708166568,5.25431941879097,5.57050552485023e-05,0.000437114158021411,1.40656731201762
"A0A1Y7VJA2",2.21662177458841,6.26923283849659,5.24926139834414,5.63066043439715e-05,0.000439591662340245,1.39567973122289
"Q64525",5.35187496832818,3.7611611336296,5.22599571170219,5.91604829960393e-05,0.000459539509332871,1.34556876637336
"Q05186",1.32253624059093,5.97531321233709,5.21910899802643,6.00333442451258e-05,0.000463051798647519,1.33072616484616
"A2A6H0",1.48861358488971,6.38945460510067,5.21769023831122,6.02147982636566e-05,0.000463051798647519,1.3276678389693
"P21981",2.9759819079149,5.40733160767124,5.19178487249706,6.36285747871943e-05,0.000486869393147786,1.27179306251698
"B7ZNH7",1.40258571194498,4.32668218249285,5.1889684617441,6.4011471163329e-05,0.000487374468560396,1.26571473272768
"P13020",1.22302996225297,6.4268421809886,5.18577747013628,6.44481440463254e-05,0.000488281997749992,1.25882712538942
"Q64105",1.35851990577982,6.47254596639625,5.15780084480043,6.8409647089231e-05,0.000515755084427634,1.19840188573844
"Q60973",1.42630358369002,6.43887391460005,5.11399790794222,7.51194367593341e-05,0.000563578993833443,1.10365595396714
"F8WHP8",1.05954664021727,6.53884193051584,5.10690560290546,7.62675735576604e-05,0.000569415185105251,1.08829968011158
"Q5SQX6",1.34195255848784,6.24233805769518,5.07925170557853,8.09184629591377e-05,0.000599631908860085,1.02838268136543
"P85094",1.43252646910124,6.45381666190233,5.07817338397898,8.11055834552622e-05,0.000599631908860085,1.02604500782765
"Q7TS64",0.814846972667148,7.15088299386372,5.07461219991582,8.17267027316417e-05,0.000599631908860085,1.01832409407892
"O08553",1.3235554810953,6.33870714870085,5.07376991912317,8.1874317854758e-05,0.000599631908860085,1.01649781192267
"O35955",2.18697625881363,6.34858509403212,5.07022184915331,8.24991387340037e-05,0.000601344433046908,1.00880403364291
"Q8CG76",1.42090701267506,6.55432174879586,5.05533793953037,8.51737960500335e-05,0.000617911784551658,0.976517827915467
"P61161",1.3851553237146,6.47837608894471,5.01989856543201,9.19048858252945e-05,0.000663613682625835,0.899570023605429
"E9PWK1",3.08706634281157,5.41862883852112,4.98803887652887,9.84195291262628e-05,0.0007073328775523,0.830309221969239
"Q64521",1.3206002564773,6.44486471239542,4.97970296265697,0.000100200640114787,0.000716784113937405,0.812174450857519
"Q8BG07",2.13199021264322,6.19313148512212,4.96692482586025,0.000102995047303482,0.000733362883114605,0.784365276506321
"P06800",1.57228269517497,6.32380560503524,4.9613914644827,0.000104229688820885,0.000738733923532352,0.772319115673049
"P32020",1.07952029649936,6.45804733733833,4.95865668061232,0.000104845461845771,0.000738948044751545,0.766364619739395
"Q61830",1.29078100198686,6.52410061036199,4.95699766319439,0.000105220820416507,0.000738948044751545,0.762752135361477
"P63001",1.11627691066756,6.53128900186781,4.9437628770004,0.000108264794435944,0.000756423178011868,0.733926205955711
"P28843",0.898679048686482,6.53542018503591,4.94193249762656,0.000108692797360613,0.000756423178011868,0.729938533145328
"Q8CIN4",2.06750680029494,6.21029587646246,4.93102800413458,0.00011127866560863,0.000770930575252581,0.706176818118834
"A0A1W2P6F6",0.866611948162238,6.18967717224278,4.92322713797706,0.000113166998720774,0.00078049705844193,0.689172780621412
"P26443",1.02312615618322,6.53430811912409,4.88575500372518,0.000122704011286242,0.000842494506063571,0.607431247499798
"Q8CB96",1.09464047678462,6.51869059821382,4.87645099333317,0.000125196538126122,0.000855787891724334,0.587120123774527
"P10833",1.8542361813361,5.37608390738726,4.86666417413548,0.000127874175456313,0.000870223371025706,0.565748524306758
"J3QPW1",2.58929485194839,6.09020413026752,4.85073355313674,0.000132358254105501,0.000896770902265467,0.530946600862717
"Q80UG5",1.21792355749496,6.47634900145587,4.84368549302131,0.00013439295419042,0.000906562998003796,0.515543980627633
"Q9CY64",1.46182106887356,6.44805957501589,4.82601840130858,0.000139634552206015,0.000937807603898916,0.476920307271055
